Ski_Season,Date,Rolling_7_Day_Avg
2015/16,2016-04-26,2.0
2015/16,2016-04-27,3.142857142857143
2015/16,2016-04-28,3.142857142857143
2015/16,2016-05-03,3.142857142857143
2015/16,2016-06-06,3.142857142857143
2016/17,2016-11-22,1.0
2016/17,2016-11-23,2.0
2016/17,2016-11-28,1.6666666666666667
2016/17,2016-11-30,1.75
2016/17,2016-12-04,1.8
2016/17,2016-12-08,1.6666666666666667
2016/17,2016-12-09,1.8571428571428572
2016/17,2016-12-10,3.4285714285714284
2016/17,2016-12-11,3.857142857142857
2016/17,2016-12-12,4.0
2016/17,2016-12-13,4.0
2016/17,2016-12-14,4.571428571428571
2016/17,2016-12-15,4.857142857142857
2016/17,2016-12-16,6.0
2016/17,2016-12-17,4.428571428571429
2016/17,2016-12-18,3.857142857142857
2016/17,2016-12-19,3.857142857142857
2016/17,2016-12-20,3.7142857142857144
2016/17,2016-12-24,3.4285714285714284
2016/17,2016-12-25,3.2857142857142856
2016/17,2016-12-27,2.5714285714285716
2016/17,2016-12-28,2.7142857142857144
2016/17,2016-12-29,2.5714285714285716
2016/17,2016-12-31,2.4285714285714284
2016/17,2017-01-02,2.7142857142857144
2016/17,2017-01-04,2.857142857142857
2016/17,2017-01-05,3.4285714285714284
2016/17,2017-01-06,2.7142857142857144
2016/17,2017-01-07,2.5714285714285716
2016/17,2017-01-08,3.2857142857142856
2016/17,2017-01-09,4.428571428571429
2016/17,2017-01-10,4.857142857142857
2016/17,2017-01-11,6.0
2016/17,2017-01-12,5.857142857142857
2016/17,2017-01-13,5.857142857142857
2016/17,2017-01-14,6.142857142857143
2016/17,2017-01-15,6.0
2016/17,2017-01-16,5.285714285714286
2016/17,2017-01-18,4.571428571428571
2016/17,2017-01-19,2.857142857142857
2016/17,2017-01-21,4.0
2016/17,2017-01-22,5.285714285714286
2016/17,2017-01-23,7.285714285714286
2016/17,2017-01-24,7.857142857142857
2016/17,2017-01-25,7.714285714285714
2016/17,2017-01-26,8.0
2016/17,2017-01-27,9.571428571428571
2016/17,2017-01-28,7.857142857142857
2016/17,2017-01-29,7.285714285714286
2016/17,2017-01-30,5.0
2016/17,2017-01-31,4.0
2016/17,2017-02-01,3.7142857142857144
2016/17,2017-02-02,3.4285714285714284
2016/17,2017-02-03,2.2857142857142856
2016/17,2017-02-04,2.7142857142857144
2016/17,2017-02-05,2.0
2016/17,2017-02-06,2.0
2016/17,2017-02-07,2.857142857142857
2016/17,2017-02-08,3.5714285714285716
2016/17,2017-02-09,4.0
2016/17,2017-02-10,3.5714285714285716
2016/17,2017-02-11,5.0
2016/17,2017-02-12,5.857142857142857
2016/17,2017-02-13,6.428571428571429
2016/17,2017-02-15,5.428571428571429
2016/17,2017-02-16,5.142857142857143
2016/17,2017-02-17,4.714285714285714
2016/17,2017-02-18,5.0
2016/17,2017-02-19,5.142857142857143
2016/17,2017-02-20,4.571428571428571
2016/17,2017-02-21,4.0
2016/17,2017-02-22,4.285714285714286
2016/17,2017-02-23,4.142857142857143
2016/17,2017-02-24,4.142857142857143
2016/17,2017-02-25,3.857142857142857
2016/17,2017-02-26,1.8571428571428572
2016/17,2017-02-28,1.8571428571428572
2016/17,2017-03-01,1.8571428571428572
2016/17,2017-03-02,1.8571428571428572
2016/17,2017-03-03,2.0
2016/17,2017-03-04,2.2857142857142856
2016/17,2017-03-06,2.2857142857142856
2016/17,2017-03-07,2.857142857142857
2016/17,2017-03-08,2.5714285714285716
2016/17,2017-03-09,2.857142857142857
2016/17,2017-03-10,2.5714285714285716
2016/17,2017-03-11,2.2857142857142856
2016/17,2017-03-14,2.0
2016/17,2017-03-17,2.0
2016/17,2017-03-18,1.4285714285714286
2016/17,2017-03-19,1.7142857142857142
2016/17,2017-03-21,1.4285714285714286
2016/17,2017-03-22,1.4285714285714286
2016/17,2017-03-23,1.5714285714285714
2016/17,2017-03-24,2.0
2016/17,2017-03-25,2.142857142857143
2016/17,2017-03-26,2.7142857142857144
2016/17,2017-03-27,2.857142857142857
2016/17,2017-03-28,3.5714285714285716
2016/17,2017-03-31,3.7142857142857144
2016/17,2017-04-01,3.5714285714285716
2016/17,2017-04-08,3.142857142857143
2016/17,2017-04-09,3.142857142857143
2016/17,2017-04-10,2.857142857142857
2016/17,2017-04-11,2.4285714285714284
2016/17,2017-04-15,1.7142857142857142
2016/17,2017-04-19,1.7142857142857142
2016/17,2017-04-21,1.5714285714285714
2016/17,2017-04-22,1.7142857142857142
2016/17,2017-04-23,1.8571428571428572
2016/17,2017-04-25,3.142857142857143
2016/17,2017-04-26,3.142857142857143
2016/17,2017-04-27,3.5714285714285716
2016/17,2017-04-28,3.857142857142857
2016/17,2017-04-29,4.571428571428571
2016/17,2017-05-14,4.428571428571429
2016/17,2017-06-02,4.142857142857143
2017/18,2017-10-06,1.0
2017/18,2017-11-17,2.5
2017/18,2017-11-18,2.3333333333333335
2017/18,2017-12-03,2.0
2017/18,2017-12-23,3.6
2017/18,2017-12-24,3.8333333333333335
2017/18,2017-12-25,4.571428571428571
2017/18,2017-12-26,7.285714285714286
2017/18,2017-12-27,7.714285714285714
2017/18,2017-12-28,7.714285714285714
2017/18,2017-12-29,8.571428571428571
2017/18,2018-01-06,7.428571428571429
2017/18,2018-01-07,7.428571428571429
2017/18,2018-01-09,6.857142857142857
2017/18,2018-01-10,6.142857142857143
2017/18,2018-01-11,6.571428571428571
2017/18,2018-01-12,6.714285714285714
2017/18,2018-01-13,7.285714285714286
2017/18,2018-01-14,7.428571428571429
2017/18,2018-01-15,7.0
2017/18,2018-01-16,6.428571428571429
2017/18,2018-01-20,5.0
2017/18,2018-01-21,4.285714285714286
2017/18,2018-01-23,4.142857142857143
2017/18,2018-01-24,3.142857142857143
2017/18,2018-01-25,3.2857142857142856
2017/18,2018-01-26,3.142857142857143
2017/18,2018-01-27,3.142857142857143
2017/18,2018-01-28,2.5714285714285716
2017/18,2018-01-30,2.0
2017/18,2018-01-31,2.142857142857143
2017/18,2018-02-01,1.8571428571428572
2017/18,2018-02-14,1.4285714285714286
2017/18,2018-02-15,3.2857142857142856
2017/18,2018-02-16,4.0
2017/18,2018-02-17,4.0
2017/18,2018-02-19,5.857142857142857
2017/18,2018-02-20,5.857142857142857
2017/18,2018-02-21,6.0
2017/18,2018-02-22,6.0
2017/18,2018-02-23,4.285714285714286
2017/18,2018-02-24,4.571428571428571
2017/18,2018-02-25,5.571428571428571
2017/18,2018-02-26,5.142857142857143
2017/18,2018-02-27,5.0
2017/18,2018-02-28,5.714285714285714
2017/18,2018-03-01,5.714285714285714
2017/18,2018-03-02,5.857142857142857
2017/18,2018-03-03,5.0
2017/18,2018-03-04,5.0
2017/18,2018-03-05,4.571428571428571
2017/18,2018-03-06,4.714285714285714
2017/18,2018-03-07,4.0
2017/18,2018-03-08,4.714285714285714
2017/18,2018-03-09,4.428571428571429
2017/18,2018-03-10,4.285714285714286
2017/18,2018-03-11,3.7142857142857144
2017/18,2018-03-12,2.7142857142857144
2017/18,2018-03-13,2.4285714285714284
2017/18,2018-03-15,2.142857142857143
2017/18,2018-03-16,1.7142857142857142
2017/18,2018-03-17,2.142857142857143
2017/18,2018-03-18,2.142857142857143
2017/18,2018-03-19,1.8571428571428572
2017/18,2018-03-21,1.8571428571428572
2017/18,2018-03-22,2.4285714285714284
2017/18,2018-03-23,3.5714285714285716
2017/18,2018-03-24,3.857142857142857
2017/18,2018-03-26,3.4285714285714284
2017/18,2018-03-28,3.5714285714285716
2017/18,2018-03-31,3.5714285714285716
2017/18,2018-04-01,3.5714285714285716
2017/18,2018-04-02,3.2857142857142856
2017/18,2018-04-07,2.7142857142857144
2017/18,2018-04-08,2.857142857142857
2017/18,2018-04-09,3.4285714285714284
2017/18,2018-04-12,3.2857142857142856
2017/18,2018-04-13,3.2857142857142856
2017/18,2018-04-14,3.2857142857142856
2017/18,2018-04-17,3.142857142857143
2017/18,2018-04-18,2.5714285714285716
2017/18,2018-04-26,1.8571428571428572
2017/18,2018-04-28,1.7142857142857142
2017/18,2018-04-30,1.7142857142857142
2017/18,2018-05-14,1.5714285714285714
2017/18,2018-05-15,1.5714285714285714
2017/18,2018-05-20,1.4285714285714286
2018/19,2018-10-10,1.0
2018/19,2018-11-05,1.0
2018/19,2018-11-22,1.0
2018/19,2018-11-23,2.0
2018/19,2018-11-24,4.4
2018/19,2018-11-25,5.0
2018/19,2018-11-26,4.428571428571429
2018/19,2018-11-30,5.142857142857143
2018/19,2018-12-01,6.142857142857143
2018/19,2018-12-02,7.0
2018/19,2018-12-03,6.857142857142857
2018/19,2018-12-04,5.0
2018/19,2018-12-05,4.142857142857143
2018/19,2018-12-06,4.142857142857143
2018/19,2018-12-08,3.4285714285714284
2018/19,2018-12-12,2.857142857142857
2018/19,2018-12-13,2.0
2018/19,2018-12-14,1.7142857142857142
2018/19,2018-12-15,2.0
2018/19,2018-12-18,1.8571428571428572
2018/19,2018-12-19,2.0
2018/19,2018-12-22,3.0
2018/19,2018-12-23,2.5714285714285716
2018/19,2018-12-24,2.7142857142857144
2018/19,2018-12-25,2.857142857142857
2018/19,2018-12-26,3.0
2018/19,2018-12-27,3.0
2018/19,2018-12-28,3.0
2018/19,2018-12-29,2.7142857142857144
2018/19,2018-12-30,2.857142857142857
2018/19,2018-12-31,3.142857142857143
2018/19,2019-01-01,2.857142857142857
2018/19,2019-01-02,2.4285714285714284
2018/19,2019-01-03,2.7142857142857144
2018/19,2019-01-04,2.857142857142857
2018/19,2019-01-05,3.142857142857143
2018/19,2019-01-06,3.4285714285714284
2018/19,2019-01-07,5.428571428571429
2018/19,2019-01-08,7.571428571428571
2018/19,2019-01-09,8.142857142857142
2018/19,2019-01-10,8.0
2018/19,2019-01-11,8.0
2018/19,2019-01-12,7.571428571428571
2018/19,2019-01-13,7.571428571428571
2018/19,2019-01-16,6.428571428571429
2018/19,2019-01-17,5.142857142857143
2018/19,2019-01-18,7.142857142857143
2018/19,2019-01-19,8.285714285714286
2018/19,2019-01-20,8.0
2018/19,2019-01-21,8.428571428571429
2018/19,2019-01-22,9.428571428571429
2018/19,2019-01-23,8.714285714285714
2018/19,2019-01-24,8.0
2018/19,2019-01-25,6.285714285714286
2018/19,2019-01-26,6.0
2018/19,2019-01-27,6.285714285714286
2018/19,2019-01-31,5.285714285714286
2018/19,2019-02-01,3.857142857142857
2018/19,2019-02-02,4.0
2018/19,2019-02-03,4.428571428571429
2018/19,2019-02-04,4.0
2018/19,2019-02-05,4.142857142857143
2018/19,2019-02-06,4.857142857142857
2018/19,2019-02-07,6.142857142857143
2018/19,2019-02-08,7.428571428571429
2018/19,2019-02-09,7.142857142857143
2018/19,2019-02-10,6.714285714285714
2018/19,2019-02-11,6.285714285714286
2018/19,2019-02-12,5.142857142857143
2018/19,2019-02-13,4.142857142857143
2018/19,2019-02-14,6.285714285714286
2018/19,2019-02-15,7.0
2018/19,2019-02-16,7.142857142857143
2018/19,2019-02-17,7.428571428571429
2018/19,2019-02-18,7.571428571428571
2018/19,2019-02-19,7.714285714285714
2018/19,2019-02-20,7.857142857142857
2018/19,2019-02-22,4.428571428571429
2018/19,2019-02-23,2.4285714285714284
2018/19,2019-02-24,2.2857142857142856
2018/19,2019-02-25,2.5714285714285716
2018/19,2019-02-26,2.7142857142857144
2018/19,2019-02-27,2.5714285714285716
2018/19,2019-03-01,2.4285714285714284
2018/19,2019-03-02,2.7142857142857144
2018/19,2019-03-03,3.857142857142857
2018/19,2019-03-04,4.0
2018/19,2019-03-05,3.4285714285714284
2018/19,2019-03-06,3.5714285714285716
2018/19,2019-03-07,5.142857142857143
2018/19,2019-03-08,6.0
2018/19,2019-03-09,6.428571428571429
2018/19,2019-03-10,5.285714285714286
2018/19,2019-03-11,5.142857142857143
2018/19,2019-03-13,7.285714285714286
2018/19,2019-03-14,7.428571428571429
2018/19,2019-03-15,6.428571428571429
2018/19,2019-03-16,6.285714285714286
2018/19,2019-03-18,5.857142857142857
2018/19,2019-03-19,5.857142857142857
2018/19,2019-03-20,5.571428571428571
2018/19,2019-03-21,3.2857142857142856
2018/19,2019-03-22,2.7142857142857144
2018/19,2019-03-23,2.857142857142857
2018/19,2019-03-24,4.428571428571429
2018/19,2019-03-25,4.571428571428571
2018/19,2019-03-26,5.0
2018/19,2019-03-29,6.285714285714286
2018/19,2019-03-30,7.285714285714286
2018/19,2019-03-31,7.714285714285714
2018/19,2019-04-03,7.571428571428571
2018/19,2019-04-04,5.285714285714286
2018/19,2019-04-05,5.142857142857143
2018/19,2019-04-06,4.857142857142857
2018/19,2019-04-07,3.4285714285714284
2018/19,2019-04-08,2.4285714285714284
2018/19,2019-04-09,2.2857142857142856
2018/19,2019-04-10,2.4285714285714284
2018/19,2019-04-11,2.7142857142857144
2018/19,2019-04-12,2.7142857142857144
2018/19,2019-04-13,2.857142857142857
2018/19,2019-04-14,3.0
2018/19,2019-04-15,3.142857142857143
2018/19,2019-04-16,3.2857142857142856
2018/19,2019-04-17,2.7142857142857144
2018/19,2019-04-18,2.7142857142857144
2018/19,2019-04-19,2.5714285714285716
2018/19,2019-04-23,2.2857142857142856
2018/19,2019-04-26,2.142857142857143
2018/19,2019-05-01,2.0
2018/19,2019-05-18,1.5714285714285714
2018/19,2019-05-19,1.4285714285714286
2018/19,2019-05-22,1.1428571428571428
2018/19,2019-05-23,1.1428571428571428
2018/19,2019-05-24,1.8571428571428572
2018/19,2019-06-01,1.8571428571428572
2018/19,2019-06-03,1.8571428571428572
2018/19,2019-06-06,1.8571428571428572
2018/19,2019-06-07,1.8571428571428572
2019/20,2019-10-27,1.0
2019/20,2019-10-29,1.0
2019/20,2019-11-25,1.0
2019/20,2019-11-27,1.5
2019/20,2019-11-28,3.2
2019/20,2019-11-29,5.333333333333333
2019/20,2019-11-30,6.285714285714286
2019/20,2019-12-01,6.714285714285714
2019/20,2019-12-02,6.857142857142857
2019/20,2019-12-03,7.0
2019/20,2019-12-05,6.857142857142857
2019/20,2019-12-06,5.571428571428571
2019/20,2019-12-07,3.5714285714285716
2019/20,2019-12-08,2.0
2019/20,2019-12-09,1.5714285714285714
2019/20,2019-12-10,1.5714285714285714
2019/20,2019-12-12,1.4285714285714286
2019/20,2019-12-13,1.7142857142857142
2019/20,2019-12-14,4.857142857142857
2019/20,2019-12-15,5.142857142857143
2019/20,2019-12-16,5.571428571428571
2019/20,2019-12-17,5.714285714285714
2019/20,2019-12-19,5.571428571428571
2019/20,2019-12-21,5.714285714285714
2019/20,2019-12-22,5.285714285714286
2019/20,2019-12-25,2.4285714285714284
2019/20,2019-12-27,2.0
2019/20,2019-12-28,1.7142857142857142
2019/20,2019-12-29,1.7142857142857142
2019/20,2019-12-30,1.8571428571428572
2019/20,2019-12-31,1.8571428571428572
2019/20,2020-01-01,2.4285714285714284
2019/20,2020-01-02,2.7142857142857144
2019/20,2020-01-03,3.2857142857142856
2019/20,2020-01-04,4.571428571428571
2019/20,2020-01-05,4.428571428571429
2019/20,2020-01-07,4.571428571428571
2019/20,2020-01-09,4.571428571428571
2019/20,2020-01-10,4.428571428571429
2019/20,2020-01-11,3.857142857142857
2019/20,2020-01-12,3.5714285714285716
2019/20,2020-01-13,2.7142857142857144
2019/20,2020-01-14,3.142857142857143
2019/20,2020-01-15,3.5714285714285716
2019/20,2020-01-16,3.4285714285714284
2019/20,2020-01-17,4.142857142857143
2019/20,2020-01-18,4.714285714285714
2019/20,2020-01-19,5.0
2019/20,2020-01-20,4.428571428571429
2019/20,2020-01-21,4.571428571428571
2019/20,2020-01-22,4.285714285714286
2019/20,2020-01-23,4.571428571428571
2019/20,2020-01-24,3.4285714285714284
2019/20,2020-01-25,3.5714285714285716
2019/20,2020-01-26,3.2857142857142856
2019/20,2020-01-27,4.714285714285714
2019/20,2020-01-28,4.714285714285714
2019/20,2020-01-29,4.714285714285714
2019/20,2020-01-30,4.571428571428571
2019/20,2020-01-31,5.0
2019/20,2020-02-01,5.142857142857143
2019/20,2020-02-03,5.285714285714286
2019/20,2020-02-04,3.857142857142857
2019/20,2020-02-06,4.428571428571429
2019/20,2020-02-07,5.428571428571429
2019/20,2020-02-08,6.571428571428571
2019/20,2020-02-09,6.285714285714286
2019/20,2020-02-11,5.428571428571429
2019/20,2020-02-12,5.0
2019/20,2020-02-14,5.142857142857143
2019/20,2020-02-16,5.714285714285714
2019/20,2020-02-17,6.714285714285714
2019/20,2020-02-18,5.714285714285714
2019/20,2020-02-20,5.857142857142857
2019/20,2020-02-21,6.0
2019/20,2020-02-22,6.285714285714286
2019/20,2020-02-23,6.285714285714286
2019/20,2020-02-24,4.714285714285714
2019/20,2020-02-25,2.2857142857142856
2019/20,2020-03-01,2.0
2019/20,2020-03-02,3.142857142857143
2019/20,2020-03-03,3.0
2019/20,2020-03-04,2.7142857142857144
2019/20,2020-03-06,2.7142857142857144
2019/20,2020-03-07,3.0
2019/20,2020-03-08,3.2857142857142856
2019/20,2020-03-09,3.7142857142857144
2019/20,2020-03-10,2.4285714285714284
2019/20,2020-03-11,2.5714285714285716
2019/20,2020-03-14,3.4285714285714284
2019/20,2020-03-15,3.5714285714285716
2019/20,2020-03-17,3.2857142857142856
2019/20,2020-03-18,3.142857142857143
2019/20,2020-03-19,2.857142857142857
2019/20,2020-03-20,3.2857142857142856
2019/20,2020-03-21,3.857142857142857
2019/20,2020-03-22,3.2857142857142856
2019/20,2020-03-23,3.0
2019/20,2020-03-24,3.0
2019/20,2020-03-25,3.857142857142857
2019/20,2020-03-26,6.714285714285714
2019/20,2020-03-27,8.142857142857142
2019/20,2020-03-28,8.857142857142858
2019/20,2020-03-29,9.142857142857142
2019/20,2020-03-31,9.714285714285714
2019/20,2020-04-01,10.285714285714286
2019/20,2020-04-02,9.571428571428571
2019/20,2020-04-03,6.714285714285714
2019/20,2020-04-04,4.857142857142857
2019/20,2020-04-05,4.428571428571429
2019/20,2020-04-06,3.857142857142857
2019/20,2020-04-07,3.5714285714285716
2019/20,2020-04-08,3.7142857142857144
2019/20,2020-04-09,3.5714285714285716
2019/20,2020-04-10,3.5714285714285716
2019/20,2020-04-12,3.4285714285714284
2019/20,2020-04-13,2.4285714285714284
2019/20,2020-04-15,2.7142857142857144
2019/20,2020-04-16,7.571428571428571
2019/20,2020-04-17,8.142857142857142
2019/20,2020-04-18,8.142857142857142
2019/20,2020-04-21,8.0
2019/20,2020-04-25,8.0
2019/20,2020-04-26,8.285714285714286
2019/20,2020-04-27,8.142857142857142
2019/20,2020-04-28,3.142857142857143
2019/20,2020-05-02,1.7142857142857142
2019/20,2020-05-06,1.5714285714285714
2019/20,2020-05-12,1.5714285714285714
2019/20,2020-05-16,1.5714285714285714
2019/20,2020-05-17,1.2857142857142858
2019/20,2020-05-23,1.1428571428571428
2019/20,2020-05-24,1.1428571428571428
2019/20,2020-05-30,1.2857142857142858
2019/20,2020-06-09,1.2857142857142858
2020/21,2020-11-09,1.0
2020/21,2020-11-14,1.0
2020/21,2020-12-13,1.6666666666666667
2020/21,2020-12-14,1.5
2020/21,2020-12-15,1.4
2020/21,2020-12-16,1.3333333333333333
2020/21,2020-12-17,2.142857142857143
2020/21,2020-12-18,7.285714285714286
2020/21,2020-12-19,7.857142857142857
2020/21,2020-12-20,8.0
2020/21,2020-12-21,8.428571428571429
2020/21,2020-12-22,8.714285714285714
2020/21,2020-12-23,9.0
2020/21,2020-12-24,8.714285714285714
2020/21,2020-12-25,3.7142857142857144
2020/21,2020-12-26,3.142857142857143
2020/21,2020-12-27,3.4285714285714284
2020/21,2020-12-28,4.0
2020/21,2020-12-29,3.857142857142857
2020/21,2020-12-30,3.5714285714285716
2020/21,2020-12-31,3.142857142857143
2020/21,2021-01-01,3.4285714285714284
2020/21,2021-01-02,3.4285714285714284
2020/21,2021-01-04,2.7142857142857144
2020/21,2021-01-05,3.5714285714285716
2020/21,2021-01-06,4.571428571428571
2020/21,2021-01-07,5.142857142857143
2020/21,2021-01-08,6.857142857142857
2020/21,2021-01-09,6.714285714285714
2020/21,2021-01-10,6.857142857142857
2020/21,2021-01-11,7.0
2020/21,2021-01-13,5.142857142857143
2020/21,2021-01-14,4.0
2020/21,2021-01-16,3.5714285714285716
2020/21,2021-01-23,4.0
2020/21,2021-01-24,6.0
2020/21,2021-01-25,6.714285714285714
2020/21,2021-01-26,6.714285714285714
2020/21,2021-01-27,7.714285714285714
2020/21,2021-01-28,9.714285714285714
2020/21,2021-01-29,10.714285714285714
2020/21,2021-01-30,14.714285714285714
2020/21,2021-01-31,13.714285714285714
2020/21,2021-02-01,12.857142857142858
2020/21,2021-02-02,13.571428571428571
2020/21,2021-02-03,12.857142857142858
2020/21,2021-02-04,10.857142857142858
2020/21,2021-02-05,11.285714285714286
2020/21,2021-02-06,10.428571428571429
2020/21,2021-02-07,10.857142857142858
2020/21,2021-02-08,11.285714285714286
2020/21,2021-02-11,10.857142857142858
2020/21,2021-02-12,13.0
2020/21,2021-02-13,15.571428571428571
2020/21,2021-02-14,17.428571428571427
2020/21,2021-02-15,12.857142857142858
2020/21,2021-02-16,17.428571428571427
2020/21,2021-02-17,30.571428571428573
2020/21,2021-02-18,32.142857142857146
2020/21,2021-02-19,30.142857142857142
2020/21,2021-02-20,29.571428571428573
2020/21,2021-02-21,29.714285714285715
2020/21,2021-02-22,29.571428571428573
2020/21,2021-02-23,23.285714285714285
2020/21,2021-02-26,9.857142857142858
2020/21,2021-02-27,8.428571428571429
2020/21,2021-02-28,9.0
2020/21,2021-03-01,7.142857142857143
2020/21,2021-03-02,3.857142857142857
2020/21,2021-03-03,3.142857142857143
2020/21,2021-03-04,3.2857142857142856
2020/21,2021-03-05,3.2857142857142856
2020/21,2021-03-06,2.7142857142857144
2020/21,2021-03-07,1.8571428571428572
2020/21,2021-03-08,1.7142857142857142
2020/21,2021-03-11,1.5714285714285714
2020/21,2021-03-12,1.5714285714285714
2020/21,2021-03-13,1.4285714285714286
2020/21,2021-03-14,4.428571428571429
2020/21,2021-03-15,4.428571428571429
2020/21,2021-03-16,4.428571428571429
2020/21,2021-03-18,4.571428571428571
2020/21,2021-03-20,4.571428571428571
2020/21,2021-03-21,5.142857142857143
2020/21,2021-03-22,5.571428571428571
2020/21,2021-03-23,2.4285714285714284
2020/21,2021-03-24,2.5714285714285716
2020/21,2021-03-26,2.5714285714285716
2020/21,2021-03-27,3.142857142857143
2020/21,2021-03-28,3.5714285714285716
2020/21,2021-03-29,3.142857142857143
2020/21,2021-03-30,2.7142857142857144
2020/21,2021-03-31,2.857142857142857
2020/21,2021-04-01,2.7142857142857144
2020/21,2021-04-02,2.7142857142857144
2020/21,2021-04-04,2.4285714285714284
2020/21,2021-04-06,2.142857142857143
2020/21,2021-04-07,2.2857142857142856
2020/21,2021-04-08,2.2857142857142856
2020/21,2021-04-09,2.142857142857143
2020/21,2021-04-10,2.142857142857143
2020/21,2021-04-14,3.2857142857142856
2020/21,2021-04-15,3.0
2020/21,2021-04-16,2.857142857142857
2020/21,2021-04-17,3.4285714285714284
2020/21,2021-04-18,3.4285714285714284
2020/21,2021-04-26,4.285714285714286
2020/21,2021-04-27,4.714285714285714
2020/21,2021-04-28,3.4285714285714284
2020/21,2021-04-30,3.2857142857142856
2020/21,2021-05-01,3.142857142857143
2020/21,2021-05-24,2.2857142857142856
2021/22,2021-10-15,1.0
2021/22,2021-10-23,1.0
2021/22,2021-10-24,2.0
2021/22,2021-10-25,1.75
2021/22,2021-11-10,1.6
2021/22,2021-12-09,3.1666666666666665
2021/22,2021-12-10,4.428571428571429
2021/22,2021-12-11,5.428571428571429
2021/22,2021-12-13,5.428571428571429
2021/22,2021-12-14,5.0
2021/22,2021-12-15,7.142857142857143
2021/22,2021-12-16,7.285714285714286
2021/22,2021-12-17,6.857142857142857
2021/22,2021-12-18,8.428571428571429
2021/22,2021-12-19,8.0
2021/22,2021-12-20,8.0
2021/22,2021-12-22,8.0
2021/22,2021-12-23,5.857142857142857
2021/22,2021-12-24,6.142857142857143
2021/22,2021-12-26,5.428571428571429
2021/22,2021-12-27,3.2857142857142856
2021/22,2021-12-28,2.7142857142857144
2021/22,2021-12-29,3.0
2021/22,2021-12-30,3.857142857142857
2021/22,2021-12-31,6.857142857142857
2021/22,2022-01-01,8.0
2021/22,2022-01-02,8.285714285714286
2021/22,2022-01-03,7.428571428571429
2021/22,2022-01-05,7.857142857142857
2021/22,2022-01-06,8.714285714285714
2021/22,2022-01-07,8.857142857142858
2021/22,2022-01-09,6.142857142857143
2021/22,2022-01-10,4.571428571428571
2021/22,2022-01-15,4.0
2021/22,2022-01-17,3.857142857142857
2021/22,2022-01-22,3.5714285714285716
2021/22,2022-01-23,2.4285714285714284
2021/22,2022-01-24,1.4285714285714286
2021/22,2022-01-30,1.1428571428571428
2021/22,2022-01-31,1.1428571428571428
2021/22,2022-02-04,1.1428571428571428
2021/22,2022-02-12,1.2857142857142858
2021/22,2022-02-13,1.1428571428571428
2021/22,2022-02-17,1.2857142857142858
2021/22,2022-02-18,1.2857142857142858
2021/22,2022-02-19,1.2857142857142858
2021/22,2022-02-20,1.4285714285714286
2021/22,2022-02-22,1.8571428571428572
2021/22,2022-02-23,4.0
2021/22,2022-02-24,4.428571428571429
2021/22,2022-02-25,5.428571428571429
2021/22,2022-02-26,7.0
2021/22,2022-02-27,7.714285714285714
2021/22,2022-02-28,7.714285714285714
2021/22,2022-03-01,7.857142857142857
2021/22,2022-03-02,6.0
2021/22,2022-03-03,6.0
2021/22,2022-03-04,4.857142857142857
2021/22,2022-03-05,3.5714285714285716
2021/22,2022-03-06,4.0
2021/22,2022-03-07,5.571428571428571
2021/22,2022-03-08,5.571428571428571
2021/22,2022-03-09,8.428571428571429
2021/22,2022-03-10,8.714285714285714
2021/22,2022-03-11,10.142857142857142
2021/22,2022-03-12,11.571428571428571
2021/22,2022-03-13,10.714285714285714
2021/22,2022-03-14,9.714285714285714
2021/22,2022-03-15,9.571428571428571
2021/22,2022-03-16,6.571428571428571
2021/22,2022-03-17,6.142857142857143
2021/22,2022-03-18,4.857142857142857
2021/22,2022-03-19,4.142857142857143
2021/22,2022-03-20,4.714285714285714
2021/22,2022-03-21,5.142857142857143
2021/22,2022-03-22,4.714285714285714
2021/22,2022-03-24,4.428571428571429
2021/22,2022-03-25,4.714285714285714
2021/22,2022-03-26,6.714285714285714
2021/22,2022-03-27,7.714285714285714
2021/22,2022-03-28,7.285714285714286
2021/22,2022-03-29,6.142857142857143
2021/22,2022-03-30,6.285714285714286
2021/22,2022-03-31,6.285714285714286
2021/22,2022-04-02,6.0
2021/22,2022-04-05,4.0
2021/22,2022-04-06,2.0
2021/22,2022-04-08,1.7142857142857142
2021/22,2022-04-11,1.7142857142857142
2021/22,2022-04-12,2.0
2021/22,2022-04-13,2.0
2021/22,2022-04-14,1.8571428571428572
2021/22,2022-04-15,2.4285714285714284
2021/22,2022-04-16,2.5714285714285716
2021/22,2022-04-20,2.5714285714285716
2021/22,2022-04-22,2.5714285714285716
2021/22,2022-04-23,2.7142857142857144
2021/22,2022-04-24,2.857142857142857
2021/22,2022-04-25,2.857142857142857
2021/22,2022-04-29,2.142857142857143
2021/22,2022-05-02,2.142857142857143
2021/22,2022-05-04,2.2857142857142856
2021/22,2022-05-07,2.7142857142857144
2021/22,2022-05-14,2.142857142857143
2021/22,2022-05-15,2.142857142857143
2021/22,2022-05-21,2.0
2021/22,2022-05-22,2.0
2021/22,2022-05-30,1.8571428571428572
2022/23,2022-07-13,1.0
2022/23,2022-10-23,2.0
2022/23,2022-10-25,1.6666666666666667
2022/23,2022-11-02,1.5
2022/23,2022-11-03,1.8
2022/23,2022-11-04,1.6666666666666667
2022/23,2022-11-05,1.5714285714285714
2022/23,2022-11-07,1.7142857142857142
2022/23,2022-11-09,2.857142857142857
